,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source,Item_Type_Combined,years
211,Low Fat,DRC27,245.1802,5650.6446,0.058091482,13.8,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
212,Regular,FDL58,263.7568,2636.5679999999998,0.07731122380000001,5.78,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
213,Non-Edible,NCD30,96.0726,1272.3438,0.026903714,19.7,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
214,Non-Edible,NCZ54,161.5552,324.9104,0.0813447597,14.65,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
215,Regular,FDE10,130.0626,131.1626,0.150554711,6.67,OUT010,Tier 3,Small,Grocery Store,train,Food,15
216,Regular,FDR44,131.2968,260.9936,0.09157041555555556,6.11,OUT010,Tier 3,Small,Grocery Store,train,Food,15
217,Regular,FDP28,260.0936,260.9936,0.13497562800000001,13.65,OUT010,Tier 3,Small,Grocery Store,train,Food,15
218,Low Fat,FDX15,160.6578,3690.5294,0.15616879,17.2,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
219,Low Fat,FDA39,40.2822,1139.1838,0.011040999499999999,6.32,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
220,Regular,FDY24,52.9298,1995.4026,0.133700752,4.88,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
221,Regular,FDC60,88.3514,1416.8224,0.115119905,5.425,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
222,Regular,FDH28,37.2506,265.6542,0.11003099699999999,15.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
223,Low Fat,FDT25,121.7072,3552.7088,0.051038045,7.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
224,Low Fat,DRJ13,161.5578,2406.867,0.062837968,12.65,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
225,Non-Edible,NCO07,211.956,213.05599999999998,0.017116983,9.06,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
226,Low Fat,FDW20,124.17299999999999,2956.152,0.024129332000000003,20.75,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
227,Low Fat,DRF27,152.134,153.134,0.049754975,8.93,OUT019,Tier 1,Small,Grocery Store,train,Drinks,28
228,Low Fat,FDS49,79.7644,1649.8524,0.07721649277777778,9.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
229,Low Fat,FDX25,181.9292,3101.2964,0.101561568,16.7,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
230,Non-Edible,NCX42,165.6526,4769.1254,0.0059496440000000005,6.36,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
231,Regular,FDG33,170.4764,3435.528,0.13956116,5.365000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
232,Low Fat,FDL56,86.4198,1133.8574,0.126035694,14.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
233,Low Fat,FDF14,152.334,2603.278,0.027164679,7.55,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
234,Non-Edible,NCD06,45.406000000000006,605.878,0.099325278,13.0,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
235,Low Fat,DRM47,192.8846,2293.0152,0.04357366,9.299999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,28
236,Regular,FDS46,118.7782,119.1782,0.082741482,17.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
237,Regular,FDB35,92.9804,1929.4884,0.064565202,12.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
238,Low Fat,FDX21,109.8912,2074.6328,0.08455456900000001,7.049999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
239,Non-Edible,NCU05,79.9618,241.6854,0.058451805,11.799999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
240,Non-Edible,NCR38,251.3724,6795.1548,0.113748685,17.25,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
241,Non-Edible,NCR18,42.7112,639.168,0.020603511,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
242,Non-Edible,NCU41,192.1846,3248.4382,0.052044976,18.85,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
243,Regular,FDY56,227.6062,7222.5984,0.06276442900000001,16.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
244,Low Fat,DRJ51,229.0668,3225.1352,0.08797726199999999,14.1,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
245,Low Fat,FDK21,249.0408,3755.112,0.010010425,7.905,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
246,Low Fat,FDY25,179.3976,3440.8544,0.033946163,12.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
247,Regular,FDU44,163.4552,974.7312,0.058414678,12.15,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
248,Low Fat,FDL43,75.367,535.969,0.027106459,10.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
249,Low Fat,FDF05,262.491,5259.82,0.027022882999999998,17.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
250,Low Fat,DRF15,152.034,306.268,0.058153409,18.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Drinks,28
251,Low Fat,FDL20,112.3886,1779.0176,0.128937661,17.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
252,Low Fat,FDV32,61.451,759.012,0.088846306,7.785,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
253,Regular,FDJ34,125.9704,1877.556,0.09357779,11.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
254,Regular,FDG08,171.8764,3779.0808,0.165694678,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
255,Low Fat,FDQ04,41.5796,41.2796,0.148392623,6.3999999999999995,OUT019,Tier 1,Small,Grocery Store,train,Food,28
256,Low Fat,FDW13,51.1324,259.66200000000003,0.098438394,8.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
257,Non-Edible,NCI17,96.34100000000001,193.082,0.143303291,8.645,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
258,Regular,FDY03,110.9202,1687.8029999999999,0.076276208,17.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
259,Low Fat,FDS12,127.5362,4655.9394,0.175103435,9.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
260,Regular,FDJ55,225.9404,4950.8888,0.023511371,12.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
261,Low Fat,DRK01,95.4436,1418.154,0.06105276,7.63,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
262,Regular,FDG28,246.4144,1225.072,0.049559042000000005,9.285,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
263,Regular,FDY38,231.03,5359.69,0.119418124,13.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
264,Low Fat,FDN01,176.237,1764.37,0.072545601,8.895,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
265,Non-Edible,NCR54,195.21099999999998,2553.343,0.090486828,16.35,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
266,Low Fat,FDG29,43.3454,1006.6896,0.056245075,17.6,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
267,Low Fat,FDG24,85.225,1081.925,0.014618973,7.975,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
268,Low Fat,FDG59,36.7164,308.9312,0.04347912599999999,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
269,Low Fat,FDM28,178.666,2516.724,0.045166237000000005,15.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
270,Regular,FDW04,128.83100000000002,1428.141,0.057827101,8.985,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
271,Low Fat,FDS26,260.1594,2093.2752,0.089394766,20.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
272,Low Fat,FDQ56,85.6908,1929.4884,0.10550944,6.59,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
273,Low Fat,FDK51,264.0884,5829.7448,0.005234153,19.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
274,Low Fat,FDL22,91.4488,2082.6224,0.036390174,16.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
275,Low Fat,FDH19,173.1738,7298.4996,0.03292824,19.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
276,Low Fat,FDY55,256.4988,7452.9652,0.081252534,16.75,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
277,Regular,FDY03,110.5202,450.0808,0.076552407,17.6,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
278,Low Fat,FDK21,250.4408,500.6816,0.016758568999999997,7.905,OUT010,Tier 3,Small,Grocery Store,train,Food,15
279,Low Fat,FDZ10,126.20200000000001,3668.558,0.044248175,17.849999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
280,Regular,FDZ32,103.1964,736.3748,0.038288087,7.785,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
281,Non-Edible,NCZ18,253.0698,6088.0752,0.186032678,7.825,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
282,Non-Edible,NCF07,101.0016,2125.2336,0.031867464,9.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
283,Low Fat,DRE49,153.0024,2277.036,0.021370201000000002,20.75,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
284,Low Fat,FDJ08,190.3846,573.2538,0.193772568,11.099999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
285,Regular,FDT39,151.1366,2267.049,0.009866049,6.26,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
286,Low Fat,FDE08,147.3734,296.9468,0.082551042,18.2,OUT010,Tier 3,Small,Grocery Store,train,Food,15
287,Non-Edible,NCD06,46.306000000000004,559.2719999999999,0.099729888,13.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
288,Regular,FDB57,222.1772,5559.43,0.018801549,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
289,Non-Edible,NCT54,95.5094,1237.7222,0.11972145099999999,8.695,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
290,Low Fat,DRF49,113.5518,569.259,0.071222087,7.27,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
291,Regular,FDM25,174.0712,3866.9664,0.060371962,10.695,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
292,Low Fat,FDF20,198.4768,1379.5376,0.033287541000000004,12.85,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
293,Low Fat,FDH27,142.7128,1869.5664,0.05858462,7.075,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
294,Regular,FDV60,196.21099999999998,5499.508000000001,0.11679292,20.2,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
295,Low Fat,FDY59,94.3462,925.462,0.031452265,8.195,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
296,Low Fat,FDK36,47.9034,583.2408,0.00721395,7.09,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
297,Non-Edible,NCM31,141.4154,1418.154,0.081196619,6.095,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
298,Regular,FDE33,80.2644,942.7728,0.049916364000000005,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
299,Low Fat,FDU36,99.3384,2364.9216,0.04627095,6.15,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
300,Regular,FDV13,87.9856,3251.7672,0.02747716,17.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
301,Regular,FDV20,125.2678,254.3356,0.10470453699999999,20.2,OUT019,Tier 1,Small,Grocery Store,train,Food,28
302,Non-Edible,NCQ54,167.0474,5895.659000000001,0.012540003000000001,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
303,Low Fat,FDO23,93.7436,1134.5232,0.147023834,17.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
304,Low Fat,DRE60,224.972,7696.648,0.15965759599999998,9.395,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
305,Low Fat,DRP47,250.5382,2775.7202,0.141398626,15.75,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
306,Low Fat,FDB21,241.2854,5317.0788,0.148821808,7.475,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
307,Low Fat,FDR04,98.0068,874.8612,0.021757498666666666,7.075,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
308,Low Fat,FDX23,92.6436,1039.9796,0.029691762000000003,6.445,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
309,Low Fat,FDX19,235.0958,3038.0454,0.09671552300000001,19.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
310,Regular,FDD40,193.6162,3848.324,0.014790558999999998,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
311,Regular,FDA01,59.1904,527.3136,0.054378253,15.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
312,Regular,FDS33,89.1514,2390.8878,0.123428594,6.67,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
313,Regular,FDM50,60.222,1677.816,0.029943462999999997,13.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
314,Regular,FDB29,112.7176,801.6232,0.052368060999999994,16.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
315,Low Fat,FDF46,115.5834,1267.0174,0.09386114400000001,7.07,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
316,Low Fat,FDA33,148.0076,886.8456,0.033968647000000005,6.48,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
317,Regular,FDC08,228.27200000000002,452.744,0.173154079,19.0,OUT010,Tier 3,Small,Grocery Store,train,Food,15
318,Low Fat,FDB53,147.5392,3877.6192,0.139735226,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
319,Low Fat,FDY31,146.6418,4414.254,0.043351895999999994,5.98,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
320,Low Fat,DRQ35,122.4388,5448.9072,0.042086652,9.299999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,28
321,Regular,FDX36,223.9404,4950.8888,0.12848269,9.695,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
322,Low Fat,DRD13,62.6168,958.752,0.049357077,15.0,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
323,Regular,FDC52,149.9708,1956.1204,0.008326735,11.15,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
324,Low Fat,FDB45,103.2306,2404.2038,0.021362955,20.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
325,Non-Edible,NCK19,194.3478,387.4956,0.151420934,9.8,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
326,Low Fat,FDV51,165.0842,994.7052,0.032511818,16.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
327,Regular,FDZ35,101.29899999999999,1754.3829999999998,0.022323658,9.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
328,Non-Edible,NCW17,129.9994,3340.9844,0.019292355,18.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
329,Low Fat,FDV59,216.7166,3918.8988,0.048124442999999996,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
330,Low Fat,DRH39,76.367,306.268,0.09261307,20.7,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
331,Low Fat,FDN60,158.4604,4278.4308,0.094697274,15.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
332,Low Fat,FDU55,260.6278,4425.5726,0.035984103999999996,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
333,Regular,FDN58,230.9984,9267.936,0.056596985,13.799999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
334,Low Fat,FDC41,76.867,229.701,0.2047,15.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
335,Regular,FDO01,129.3994,2055.9904,0.020618324,21.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
336,Non-Edible,NCO43,101.3016,3339.6528,0.04709821,5.5,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
337,Regular,FDQ07,221.7456,6410.3224,0.087584126,15.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
338,Regular,FDF28,122.9046,1992.0736,0.038078899,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
339,Regular,FDM01,104.4332,2870.9296,0.095102092,7.895,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
340,Regular,FDY49,164.5184,2807.0128,0.011953901999999999,17.2,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
341,Regular,FDR24,88.18299999999999,539.298,0.062799379,17.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
342,Non-Edible,NCY18,174.3054,4377.635,0.031125708999999998,7.285,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
343,Non-Edible,NCY30,180.9976,2716.4640000000004,0.026005891,20.25,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
344,Low Fat,FDJ22,190.9504,383.5008,0.09246392,18.75,OUT019,Tier 1,Small,Grocery Store,train,Food,28
345,Low Fat,DRI37,59.5904,703.0848,0.107765165,15.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
346,Low Fat,FDL27,66.3826,1937.4779999999998,0.010647476999999999,6.17,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
347,Non-Edible,NCO30,182.2608,3307.6944,0.015749341,19.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
348,Non-Edible,NCB07,197.611,3142.5759999999996,0.077628053,19.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
349,Low Fat,FDX25,181.2292,2554.0088,0.07659550849999999,16.7,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
350,Regular,FDP59,104.0648,1869.5664,0.056695731,20.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
351,Regular,FDR59,260.4594,5494.8474,0.063993068,14.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
352,Regular,FDT27,233.1616,6093.4016,0.06952926200000001,11.395,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
353,Low Fat,DRI01,174.0422,2586.633,0.034452949,7.97,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
354,Regular,FDU09,55.2956,1255.6988,0.06670068,7.71,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
355,Regular,FDH26,141.7496,4093.3384,0.034699737,19.25,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
356,Low Fat,FDH27,142.2128,3163.8816,0.058346939,7.075,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
357,Regular,FDN39,166.0816,5033.448,0.065203103,19.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
358,Regular,FDH40,79.9276,1137.1864,0.07892957099999999,11.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
359,Low Fat,FDJ56,98.77,2696.49,0.18251488100000002,8.985,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
360,Low Fat,DRN47,178.56599999999997,898.83,0.016895293000000002,12.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,4
361,Non-Edible,NCO17,118.244,2756.4120000000003,0.073379745,10.0,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
362,Low Fat,FDX60,81.896,878.8560000000001,0.08075758,14.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
363,Low Fat,FDT22,58.222,659.1419999999999,0.11227149800000001,10.395,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
364,Low Fat,FDX26,182.6292,182.4292,0.153741385,17.7,OUT019,Tier 1,Small,Grocery Store,train,Food,28
365,Low Fat,FDG45,211.4902,3610.6334,0.127929521,8.1,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
366,Regular,FDD44,256.4646,5153.292,0.07838564,8.05,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
367,Regular,FDS15,108.7596,2588.6304,0.078502143,9.195,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
368,Regular,FDL51,212.5876,1286.3256,0.047684831,20.7,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
369,Regular,FDL32,110.1544,1230.3984,0.12315965599999999,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
370,Regular,FDZ07,60.2194,1733.7432,0.08856658660000001,15.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
371,Non-Edible,NCW53,193.8162,384.8324,0.053392944000000005,18.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
372,Non-Edible,NCA54,180.0318,3969.4996,0.036715907,16.5,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
373,Low Fat,FDX09,176.437,7763.228,0.065236932,9.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
374,Regular,FDO51,41.2112,809.6128,0.041947547,6.785,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
375,Low Fat,FDW49,178.6002,1253.7014,0.08288849599999999,19.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
376,Low Fat,FDB27,195.2768,5715.2272,0.055390120999999994,7.575,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
377,Regular,FDF45,57.7904,1464.76,0.012194556,18.2,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
378,Low Fat,FDV02,169.8106,3251.1014,0.060495243,16.75,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
379,Regular,FDY28,214.3218,4274.436,0.11801561029999999,7.47,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
380,Regular,FDX31,231.7958,5375.0034,0.014753811,20.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
381,Low Fat,FDR43,38.019,1318.2839999999999,0.160707489,18.2,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
382,Regular,FDP51,119.4124,2251.7356,0.085622362,13.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
383,Regular,FDL52,37.4506,1176.4686,0.046350909,6.635,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
384,Regular,FDR44,130.4968,3523.4136,0.102920886,6.11,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
385,Low Fat,FDB34,86.2198,610.5386,0.026604781,15.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
386,Low Fat,FDC50,96.4094,1237.7222,0.14239877090000003,15.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
387,Low Fat,FDT57,235.1248,474.0496,0.031860325,15.2,OUT010,Tier 3,Small,Grocery Store,train,Food,15
388,Regular,FDP22,52.6666,717.7324,0.086892962375,14.650000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
389,Low Fat,DRE49,150.5024,2580.6408,0.021250002,20.75,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
390,Low Fat,FDM40,143.2154,2552.6772,0.159936948,10.195,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
391,Low Fat,FDY32,164.021,3914.9040000000005,0.12950314599999999,7.605,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
392,Regular,FDW07,88.5514,796.9626,0.142688846,18.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
393,Low Fat,FDU02,228.9352,916.1408,0.179484411,13.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
394,Non-Edible,NCF18,191.3504,3259.7568,0.08916305599999999,18.35,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
395,Low Fat,FDQ56,84.8908,1677.816,0.105761491,6.59,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
396,Regular,FDN58,230.0984,3707.1744,0.056960814000000005,13.8,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
397,Regular,FDG35,173.5738,2954.1546,0.00704098,21.2,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
398,Regular,FDY34,166.4842,2652.5472,0.011026593999999999,10.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
399,Non-Edible,NCE19,52.7956,1037.3164,0.093203257,8.97,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
400,Non-Edible,NCK31,50.9666,717.7324,0.026916793999999997,10.894999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
